"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Improving E-Commerce Product Classification via Few-Shot Learning of Gemma2:2B","Z. K. Thant; K. Yongsiriwit","College of Digital Innovation Technology, Rangsit University, Pathum Thani, Thailand; College of Digital Innovation Technology, Rangsit University, Pathum Thani, Thailand",2025 9th International Conference on Information Technology (InCIT),"11 Dec 2025","2025","","","81","87","Accurate product classification is critical for improving search functionality, recommendation systems, and inventory management in e-commerce. Traditional classification methods, such as manual labeling and rule-based classification, are inefficient, prone to errors, and challenging to scale. This research examines the effectiveness of product classification employing few-shot learning of Gemma2:2B, a transformer-based large language model (LLM). The model is trained and evaluated on the Ecommerce Text Classification dataset, which is derived from data extracted from Indian e-commerce platforms. The dataset that comprises approximately 80 % of e-commerce websites was uploaded to Kaggle in 2019 by Saurabh Shahane, and it contains 50,425 product descriptions across four categories. Experimental results show that Gemma2:2B with few-short approach achieves an accuracy of 98 %. These findings demonstrate the potential of large language models in improving classification accuracy, reducing manual effort, and boosting productivity and customer experience in e-commerce platforms.","","978-1-6654-7748-2","10.1109/InCIT66780.2025.11276008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11276008","Large Language Models (LLMs);Gemma2:2B Few-shot learning;Transformer models;E-commerce product classification;Text classification","Productivity;Accuracy;Large language models;Text categorization;Manuals;Transformers;Electronic commerce;Labeling;Few shot learning;Recommender systems","","","","13","IEEE","11 Dec 2025","12-14 Nov. 2025","12-14 Nov. 2025","IEEE","IEEE Conferences"
"Improving the Accuracy of User-Preferred Review Classification System Based on User Preferences","K. Oyabu; T. Uchiya; Y. Tateiwa","Nagoya Institute of Technology, Nagoya, Japan; Nagoya Institute of Technology, Nagoya, Japan; Nagoya Institute of Technology, Nagoya, Japan",2025 IEEE 14th Global Conference on Consumer Electronics (GCCE),"12 Dec 2025","2025","","","1046","1047","On e-commerce sites equipped with information recommendation systems, users often face difficulty identifying decisive reviews for determining whether to watch a recommended movie due to the overwhelming number of available reviews. To address this issue, previous research proposed a system that learns user preferences based on liked movies and disliked movies. Then the system classifies and presents key reviews that influence the user’s viewing decisions using an SVM. However, since the system could not consider the context of the reviews or the relationships between individual words, it resulted in significantly low recall, making it less trustworthy for users. To solve this problem, our study introduces BERT, which excels at contextual understanding, into the system. Furthermore, to improve the classification accuracy of preferred reviews using BERT, we propose a method that scores and selects review texts that better represent the characteristics of movies using the tf-idf method, and uses them for fine-tuning. Experimental results demonstrated that the proposed method significantly improved recall compared to the previous study.","2693-0854","979-8-3315-2416-6","10.1109/GCCE65946.2025.11275502","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11275502","Information Recommendation System;Machine Learning;Review Classification;Natural Language Processing","Training;Accuracy;Reviews;Machine learning;Motion pictures;Natural language processing;Electronic commerce;Recommender systems;Faces;Consumer electronics","","","","2","IEEE","12 Dec 2025","23-26 Sept. 2025","23-26 Sept. 2025","IEEE","IEEE Conferences"
"Reproducing Developmental Features and Preserving Semantics in Child-Style Text Generation Using LLM","K. Inoshita; R. Harada; K. Motomura","Faculty of Business and Commerce, Kansai University, Osaka, Japan; Almondays Co., Ltd School of Economics and Business Administration, Yokohama City University, Yokohama, Japan; School of Economics and Business Administration, Yokohama City University, Yokohama, Japan",2025 IEEE 14th Global Conference on Consumer Electronics (GCCE),"12 Dec 2025","2025","","","820","822","A Large Language Model (LLM) has advanced natural language processing but primarily relies on adult-oriented texts, creating gaps in modeling child-style writing, particularly in Japanese with its unique developmental script shifts. This study explores whether an LLM can regenerate Japanese adult texts into child-style texts across 16 educational stages. Using high-difficulty base texts covering ten themes, we generated outputs in both zero-shot and few-shot settings, evaluating readability with jReadability and semantic similarity with BERT-based cosine metrics. The results demonstrate that the LLM effectively reproduces developmental linguistic features and maintains high semantic fidelity, indicating its potential for ethical child-style data augmentation.","2693-0854","979-8-3315-2416-6","10.1109/GCCE65946.2025.11275259","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11275259","Style Transfer;Text Generation;Few-Shot Learning;Data Augmentation;Large Language Model","Measurement;Sentiment analysis;Large language models;Semantics;Transforms;Writing;Data augmentation;Market research;Few shot learning;Pragmatics","","","","5","IEEE","12 Dec 2025","23-26 Sept. 2025","23-26 Sept. 2025","IEEE","IEEE Conferences"
"Leveraging Multimodal Large Language Models for Interpretable Scam Websites Detection","D. He; H. Gu; S. Chan","School of Computer Science and Technology, Harbin Institute of Technology (Shenzhen), Shenzhen, China; School of Software Engineering, East China Normal University, Shanghai, China; Department of Electrical Engineering, City University of Hong Kong, Hong Kong, China",IEEE Network,"","2025","PP","99","1","8","The proliferation of web-based financial and e-commerce services has intensified the threat of internet fraud, with fraudsters leveraging scam websites to steal sensitive information and funds. Despite advancements in scam website detection methods, current approaches struggle to accurately classify diverse scam types, generalize across imperfect visual data, and execute reliable reasoning without costly expert annotations. To bridge these gaps, we propose Multimodal LLM Self-Improvement Reasoning for Scam Website Detection (MSIR-SWD), a novel framework integrating multimodal clues and self-improving reasoning. The proposed approach consists of three stages: 1) demonstration generation with expert rationales; 2) style learning with self-generated rationales; and 3) self-improvement through reinforcement learning. In addition, we introduce ScamDet, the first large-scale, multiclass benchmark dataset featuring seven scam categories with real-world screenshots and HTML content. Experimental results demonstrate the effectiveness of our approach, achieving average precision improvements of 5% and 13% in the 7-class and 8-class tasks, respectively, compared to state-of-the-art methods.","1558-156X","","10.1109/MNET.2025.3635658","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299416","","Benchmark testing;Phishing;Cognition;Visualization;Electronic commerce;Reinforcement learning;Fraud;Annotations;Semantics;Rendering (computer graphics)","","","","","IEEE","12 Dec 2025","","","IEEE","IEEE Early Access Articles"
"Credit Card Fraud Detection with Attention Models and Spiking Neural Networks","S. Farhan; S. Jena; S. Bilgaiyan; M. K. Gourisaria; S. Jain; S. Padhi","School of Computer Engineering, KIIT Deemed to be University, Bhubaneshwar, Odisha, India; School of Computer Engineering, KIIT Deemed to be University, Bhubaneshwar, Odisha, India; School of Computer Engineering, KIIT Deemed to be University, Bhubaneshwar, Odisha, India; School of Computer Engineering, KIIT Deemed to be University, Bhubaneshwar, Odisha, India; School of Economics and Commerce, KIIT Deemed to be University, Bhubaneshwar, Odisha, India; School of Economics and Commerce, KIIT Deemed to be University, Bhubaneshwar, Odisha, India",2025 7th International Conference on Innovative Data Communication Technologies and Application (ICIDCA),"16 Dec 2025","2025","","","1611","1617","The financial sector and consumers are always at a serious risk of credit card fraud. The inherent challenge of extreme class imbalance within transaction datasets, where fraudulent instances are exceedingly rare, often hinders the efficacy of conventional machine learning approaches. This report investigates the application of advanced deep learning architectures, specifically Dual Attention Models for focusing on critical features and sequences, Transformer networks for capturing complex temporal dependencies, and Spiking Neural Networks (SNNs) for their unique event-driven processing capabilities to enhance credit card fraud detection. As this work aims to detect credit card fraud pattern and stopping crime in real-time even before it gets reported. Our experiment, conducted and evaluated on a manually balanced test set, demonstrates the outstanding performance of these deep learning models. The Transformer model achieved an accuracy of 93.88%, while the Dual Attention Model got 92.86% accuracy, and the SNN achieved 94.90% accuracy over a balanced dataset. These results show the importance of these sophisticated models in addressing the challenges of class imbalance and improving the overall accuracy and reliability of real-time fraud detection systems.","","979-8-3315-1414-3","10.1109/ICIDCA66325.2025.11280405","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11280405","Credit Card Fraud Detection;Deep Learning;Dual Attention Model;Transformers;Spiking Neural Networks (SNNs);Class Imbalance","Deep learning;Accuracy;Focusing;Spiking neural networks;Credit cards;Transformers;Real-time systems;Data models;Fraud;Reliability","","","","18","IEEE","16 Dec 2025","6-8 Oct. 2025","6-8 Oct. 2025","IEEE","IEEE Conferences"
"Aspect-Oriented Review Mining and Recommendation System for Mobile Phones Utilizing RoBERTa-Driven Embeddings","B. Chandrasekaran; S. Manoj; K. Haribabu; R. S. Krishnan; J. R. F. Raj; S. Kavitha","Department of Electronics and Communication Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, India; Department of Electronics and Communication Engineering, ACS College of Engineering, Bangalore, India; Department of Mechanical Engineering, SCAD College of Engineering and Technology, India; Department of Electronics and Communication Engineering, SCAD College of Engineering and Technology, India; Department of Electronics and Communication Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, India; Department of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India",2025 7th International Conference on Innovative Data Communication Technologies and Application (ICIDCA),"16 Dec 2025","2025","","","1","8","The rapid expansion of e-commerce platforms has resulted in a vast repository of mobile phone reviews, creating both opportunities and challenges for personalized recommendation systems. Current approaches often face difficulties in handling high-dimensional textual data, class imbalance, and the semantic ambiguity of customer reviews, leading to suboptimal product recommendations. Traditional collaborative filtering and content-based models struggle to effectively capture nuanced sentiment expressions and contextual dependencies within user feedback. To address these issues, this work presents a RoBERTa-Based mobile phone recommendation system that leverages fine-tuned deep contextual embeddings for robust sentiment classification and preference modeling. The framework employs balanced training data, cross-entropy loss optimization, and cosine similarity to compute user-product relevance, thereby overcoming challenges related to data sparsity and biased sentiment representation. Key features of this approach include the integration of advanced transformer-based language modeling for semantic understanding, a dual-layer filtering mechanism combining sentiment and product attributes, and a scalable architecture designed for high classification accuracy and efficient recommendation generation. Experimental evaluation using benchmark datasets demonstrates superior performance in terms of accuracy, precision, recall, F1-score, and RMSE compared to traditional methods. The proposed methodology ensures more reliable, context-aware recommendations that align closely with individual user preferences, effectively bridging the gap between large-scale review analysis and personalized mobile phone suggestions.","","979-8-3315-1414-3","10.1109/ICIDCA66325.2025.11280548","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11280548","RoBERTa;Sentiment Analysis;Mobile Phone Recommendation;Transformer Models;Text Mining;Collaborative Filtering;Deep Learning;Personalized Systems","Sentiment analysis;Accuracy;Reviews;Computational modeling;Collaborative filtering;Semantics;Transformers;Mobile handsets;Recommender systems;Context modeling","","2","","20","IEEE","16 Dec 2025","6-8 Oct. 2025","6-8 Oct. 2025","IEEE","IEEE Conferences"
"Unified Conversational Agent Using Transformer Models for General and E-Commerce Contexts","A. Naveen; S. Dudekula; S. M. Alase; U. Hruthika; S. Kumar","Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vijayawada, India; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vijayawada, India; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vijayawada, India; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vijayawada, India; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vijayawada, India",2025 IEEE International Conference on Advances in Computing Research On Science Engineering and Technology (ACROSET),"16 Dec 2025","2025","","","1","6","Chatbots play a vital role in digital communication, especially in e-commerce, where user queries range from casual browsing to complex order-related issues. Traditional chatbot models often struggle with accurately detecting user intent in vague, incomplete, or multi-turn interactions, and they typically lack emotional intelligence, resulting in poor user experiences. This study proposes a hybrid chatbot framework that integrates BERT-based intent classification, sentiment analysis, and a Transformer based contextual memory module to enhance both con textual understanding and emotional responsiveness. The proposed model improves intent recognition by 3%-4% compared to conventional systems, supports more natural multi-turn conversations, and significantly boosts user satisfaction. These results highlight the importance of intelligent, adaptive chatbot solutions in the evolving landscape of online commerce.","","978-1-6654-5810-8","10.1109/ACROSET66531.2025.11281345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11281345","Adaptive Chatbot;Deep Learning;NLP;Transformer Models;decoder;BERT and Sentiment Analysis;Contextual Memory","Adaptation models;Sentiment analysis;Accuracy;Intent recognition;Computational modeling;Chatbots;Transformers;Decoding;Electronic commerce;Context modeling","","","","12","IEEE","16 Dec 2025","27-28 Sept. 2025","27-28 Sept. 2025","IEEE","IEEE Conferences"
"Natural Language Processing in Financial Reports: Analyzing Annual Reports Using AI for Investment Insights","J. Dwivedi; I. Muda; M. B. Alazzam; S. F. S; M. Aarif; P. Nagaraj","Department of Commerce and Management, Kalinga University, Raipur, India; Universitas Sumatera Utara, Medan, Indonesia; Faculty of Information Technology, Jadara University, Jordan; Department of Master Of Business Administration, Panimalar Engineering College, Chennai, India; Department of Commerce, Aligarh Muslim University, Aligarh, India; Department of AI & ML, K.Ramakrishnan College of Engineering, Trichy, India",2025 IEEE International Conference on Advances in Computing Research On Science Engineering and Technology (ACROSET),"16 Dec 2025","2025","","","1","5","Natural Language Processing (NLP) has become an essential tool in financial analysis, especially for information extraction of investment-critical data from unstructured text in risk disclosures, annual reports, and financial statements. Existing methods are saddled with limitations in the parsing of domain-specific and syntactically complex financial document language. Furthermore, conventional models tend to have difficulties with modeling long-range dependencies across sections, resulting in poor investment insights. In order to address these issues, this paper proposes BiFiLNet, a new hybrid network based on LSTM with a long-term context modeling capability and the BERT context understanding ability that are integrated to give insight through an attention mechanism. Such an approach is tested against the publicly available Kaggle Annual Reports dataset, which is diverse in industry, and in cross-domain environments to guarantee a considerable degree of robustness in divergent market environments. When applied to this dataset, BiFiLNet reached 99.6 % accuracy, much better than assumption-based models and has more transparent explain ability of the prediction. A performance improvement so substantial highlights the value of employing cutting-edge NLP architecture in making accurate investment decisions. These results show the revolutionizing power of BiFiLNet in finance analysis, urging its use in automated investment platforms and how state-of-the-art NLP can revolutionize extracting insights from financial records.","","978-1-6654-5810-8","10.1109/ACROSET66531.2025.11280602","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11280602","Natural Language Processing;Autoencoder;Long-Short term Memory (LSTM);Deep Learning;Finance","Industries;Deep learning;Accuracy;Finance;Predictive models;Information retrieval;Natural language processing;Robustness;Long short term memory;Investment","","","","15","IEEE","16 Dec 2025","27-28 Sept. 2025","27-28 Sept. 2025","IEEE","IEEE Conferences"
"A Strategic Position on Multi-Agent AI Systems for Secure and Scalable Retail Fraud Detection","J. P. Thakur; A. K. Moharir; A. G. Chowdhury",NA; NA; NA,2025 IEEE International Carnahan Conference on Security Technology (ICCST),"18 Dec 2025","2025","","","1","7","The retail industry is grappling with a rising fraud crisis because digital transformation has made it more straightforward for multi-faceted multi-channel threats to become prevalent. As fraudsters come up with new ways to cheat, traditional fraud detection systems that use separate machine learning models and strict rule-based engines become less effective. This position paper argues that Multi-Agent AI Systems (MAS) are now an effective means for identifying retail fraud since their algorithms are capable of developing and changing. Federated learning has been used by the framework in order to make sure that individuals can collaborate together securely, deep learning is used to identify complicated trends, and reinforcement learning is used to make the system more flexible. The system allows you to analyze information collected by different channels in real time, which reduces the amount of false positives and makes detection more accurate. The MAS architecture is more scalable and adaptable than previous models; however, it additionally presents challenges like complicated coordination, high implementation costs, and challenging governance. The paper discusses how to technically implement and integrate MAS through an organization. In addition, it discusses the trade-offs between system performance, operational efficiency, and following the rules. In order to utilize MAS to prevent retail fraud in the future, companies need to find a balance between being prepared to do business as usual and being innovative.","","979-8-3315-2319-0","10.1109/ICCST63435.2025.11295731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295731","Multi-agent systems;Artificial Intelligence;Retail Fraud Detection;Federated Learning;Anomaly Detection;Real-time Systems;Distributed AI;Explainable AI;Privacy Preserving;Multimodal Data","Accuracy;Federated learning;System performance;Reinforcement learning;Market research;Real-time systems;Fraud;Security;Testing;Multi-agent systems","","","","40","IEEE","18 Dec 2025","13-17 Oct. 2025","13-17 Oct. 2025","IEEE","IEEE Conferences"
"Root Cause Debugging of Financial Forecast Failures Using Attention-Augmented LSTM and Local Interpretable Model Explanations (LIME)","E. S. Hadi; A. Dheyaa Radhi; H. Labash; M. A. Almaiah; J. Kadhim Sli; A. R. Ali; S. Ahmed Mahdi; B. Anwer; W. A. Hashim","College of Engineering and Technologies, Al- Mustaqbal University, Babylon, Iraq; College of Medicine, University of Al-Ameed, Karbala, Iraq; Computer Engineering Technology, Al-Turath University, Baghdad, Iraq; Department of Computer Science, King Abdullah the II IT School, The University of Jordan, Amman, Jordan; Al-Esrra University, Baghdad, Iraq; Department of Computer Engineering Techniques, College of Technical Engineering, University of Al Maarif, Al Anbar, Iraq; Computer Center Faculty of Science, University of Hilla, Babylon, Iraq; Department of Cyber Security and Cloud Computing, Al-Ma’moon University College, Al-Washash, Baghdad, Iraq; Computer Science Department, Bayan University, Erbil, Kurdistan, Iraq",2025 3rd International Conference on Cyber Resilience (ICCR),"19 Dec 2025","2025","","","1","8","This study presents a hybrid interpretability framework for diagnosing financial forecast failures using attention-augmented Long Short-Term Memory (LSTM) networks in conjunction with Local Interpretable Model-Agnostic Explanations (LIME). Leveraging temporal attention to highlight influential historical sequences and LIME for localized, per-instance feature attribution, the system enhances both forecast accuracy and diagnostic transparency across multivariate financial time series. Benchmarked across diverse domains—including retail revenue, credit risk, stock index prediction, and commodity price forecasting—the model achieved up to 98.7% accuracy with F1-scores of 0.90 and interpretability clarity exceeding 0.92. Compared to standalone LSTM and SHAP-based surrogates, the proposed method improved root cause identification by 4.8–5.5% and reduced unexplained error variance by 33–47%. Inference and explanation latency averaged under 1.1 seconds per instance, supporting real-time, high-frequency financial analysis. The framework exhibits strong cross-domain generalization and is compatible with existing deep learning pipelines, requiring no architectural modifications for deployment across GPU-accelerated forecasting environments.","","979-8-3315-5553-5","10.1109/ICCR67387.2025.11291973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11291973","forecast Debugging;Attention Mechanism;LSTM;LIME;Financial Time Series;Model Interpretability;Root Cause Analysis;Explainable AI","Analytical models;Root cause analysis;Accuracy;Time series analysis;Debugging;Predictive models;Real-time systems;Forecasting;Long short term memory;Resilience","","","","60","IEEE","19 Dec 2025","3-4 July 2025","3-4 July 2025","IEEE","IEEE Conferences"
"Context-Aware Search Ranking Algorithm for Enhanced E-Commerce Product Discovery","N. Mishra; G.Durgadevi; M. U. Reddy; Z. Balasm; M. S. Gowtham; S. A. Qader; F. A. A. Al Zahraa; O. U. Alhayaly","Department of CS & IT, Kalinga University, Raipur, India; Department of ECE, New Prince Shri Bhavani College of Engineering and Technology, Chennai, Tamil Nadu, India; Department of Computer Science & Engineering, IES College of Technology, Bhopal, Madhya Pradesh, India; Department of Computers Techniques Engineering, College of Technical Engineering, Islamic University in Najaf, Najaf, Iraq; Department of Electronics and Communication Engineering, Karpagam Institute of Technology, Coimbatore, India; Postgraduate Centre, Management and Science University, Shah Alam, Malaysia; Artificial Intelligence Sciences Department, College of Sciences, Al-Mustaqbal University, Iraq; Acounting Department, Bayan University, Erbil, Kurdistan, Iraq",2025 3rd International Conference on Cyber Resilience (ICCR),"19 Dec 2025","2025","","","1","7","Providing users with relevant and customized search results will help you keep up with the always-shifting e-commerce scene and increase conversions. Still, traditional search ranking systems usually ignore the user's context, including browsing behavior, access time, device type, location, and context, which produces generic and ineffective product recommendations. This paper presents a context-aware search ranking algorithm that includes contextual information into the ranking process to overcome these shortcomings. Our method combines content-based filtering and collaborative filtering with contextual embeddings produced from real-time session data using a learning-to-rank model. We evaluate our approach using a large-scale e-commerce dataset against more traditional ranking systems. In many user scenarios, the proposed model beats the state-of-the-art and shows notable increases in relevance measures, including nDCG and MRR. The results show that considering user context helps enhance search personalization and relevance. Our context-aware ranking system provides a scalable and flexible means to improve the product discovery and user interaction features of e-commerce systems.","","979-8-3315-5553-5","10.1109/ICCR67387.2025.11291638","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11291638","Context-aware ranking;E-commerce search;Product discovery;Learning-to-rank;Personalization;Contextual embedding;User behavior modeling","Metalearning;Reviews;Heuristic algorithms;Transformers;Data models;Real-time systems;Electronic commerce;History;Context modeling;Resilience","","","","48","IEEE","19 Dec 2025","3-4 July 2025","3-4 July 2025","IEEE","IEEE Conferences"
"Scalable Retail Intelligence: BI Dashboards, Analytics, and Cloud Data","S. Gorgilli; S. Mittal; S. K. Ramavath; P. Patel; S. Makhmudov; P. Abdullaeva","Southern University A&M College, Baton Rouge, United States; North Carolina State University, Raleigh, NC, USA; University of North Texas, Denton, Texas, USA; Oklahoma State University, Stillwater, OK, USA; Department of Finance and Tourism, Termez University of Economics and Service, Termez, Uzbekistan; Department of Romano-Germanic Philology, Mamun University, Khiva, Uzbekistan","2025 International Conference on Sustainability, Innovation & Technology (ICSIT)","19 Dec 2025","2025","","","1","5","In these times retail is changing fast, and a lot of that comes down to how companies are using data to make decisions all along the supply chain. With tools like BI dashboards, cloud systems, and big data tech, businesses aren't just keeping an eye on things anymore. They're actually able to react quickly, improve customer service, and fine tune their plans. In this paper, we're looking at how business intelligence tools team up with cloud data systems to help companies scale up their analytics and use them in real time. We'll walk through some real-world examples of how BI is being used, talk about the tech you'd need to get started, mention a few challenges, and then explore what might be possible down the road with predictive analytics","","979-8-3315-3549-0","10.1109/ICSIT65336.2025.11295817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295817","Retail intelligence;business intelligence (BI);cloud data analytics;Data dashboards;scalability;Realtime analytical systems","Cloud computing;Ethics;Scalability;Roads;Supply chains;Companies;Real-time systems;Business intelligence;Predictive analytics;Low latency communication","","","","15","IEEE","19 Dec 2025","22-23 Aug. 2025","22-23 Aug. 2025","IEEE","IEEE Conferences"
"Digital Reverse Logistics Framework for Perishable Produce","A. Saraff; A. Gite; C. Jha; M. K. Murugan; N. Sunil; C. K. N. Guptha","Computer Science (Cyber Security), RV College of Engineering®, Bengaluru, India; Computer Science (Cyber Security), RV College of Engineering®, Bengaluru, India; Electronics and Instrumentation, RV College of Engineering®, Bengaluru, India; Electronics and Telecommunication, RV College of Engineering®, Bengaluru, India; Industrial Engineering & Management, RV College of Engineering®, Bengaluru, India; Industrial Engineering & Management, RV College of Engineering®, Bengaluru, India",2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),"19 Dec 2025","2025","","","1","6","This paper presents a comprehensive digital reverse logistics framework designed to optimize the post-harvest handling of perishable produce, with a focus on fruits. By seamlessly integrating artificial intelligence (AI) and Internet of Things (IoT) technologies, the system enables real-time classification of fruit quality alongside predictive shelf-life estimation. A fine-tuned ResNet50 deep learning model is employed for image-based fruit grading, while an ESP32-based IoT setup continuously monitors key environmental parameters such as temperature, humidity, and ethylene gas concentration. These multimodal data streams are processed by a rule-based decision engine that automates routing decisions, effectively directing produce to retail, donation, or composting channels depending on freshness thresholds. Real-time cloud integration via Firebase supports continuous data logging and generates alerts for timely interventions. Experimental validation conducted on over 100 fruit samples demonstrated a classification accuracy of 92%, with inference latency under 200 milliseconds and an estimated spoilage reduction of 20–25% when compared to conventional manual methods. The proposed framework offers a scalable and cost-effective solution that supports sustainable food supply chains and minimizes waste in the management of perishable goods.","2767-1097","979-8-3315-8894-6","10.1109/CSITSS67709.2025.11295085","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295085","Artificial intelligence;cloud integration;deep learning;ESP32 microcontroller;Internet of Things (IoT);perishable produce;ResNet50;reverse logistics","Temperature sensors;Deep learning;Supply chains;Reverse logistics;Real-time systems;Sensors;Internet of Things;Artificial intelligence;Sustainable development;Residual neural networks","","","","15","IEEE","19 Dec 2025","20-22 Nov. 2025","20-22 Nov. 2025","IEEE","IEEE Conferences"
"Emotion Detection in Indonesian E-Commerce Product Review Using BERT","J. Lay; M. A. Ibrahim","School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; School of Computer Science, Bina Nusantara University, Jakarta, Indonesia",2025 7th International Conference on Cybernetics and Intelligent System (ICORIS),"22 Dec 2025","2025","","","1","6","E-commerce enables users to conduct transactions with sellers online and receive goods directly. The rapid growth of e-commerce in Indonesia is largely driven by the continuous increase in internet users, resulting in a surge of product reviews generated by consumers. These reviews provide valuable data that can be analyzed for various purposes, including emotion classification. However, existing research on emotion classification in Indonesian product reviews has primarily focused on a single Bidirectional Encoder Representations from Transformers (BERT) variant, IndoBERT. Therefore, this study explores additional BERT variants to compare their performance in emotion classification tasks for Indonesian language product reviews. This study utilizes the PRDECT-ID dataset, an Indonesian product review dataset, to classify emotions expressed in user reviews. Several BERT-based models were employed in this research, including IndoBERT, multilingual BERT (mBERT), DistilmBERT, and XLM-RoBERTa (XLM-R). Among these, XLM-R achieved the highest performance, with both the F1-Score and Accuracy reaching 72%. This study aims to assist sellers in evaluating their products and support buyers in making informed purchasing decisions.","","979-8-3315-5404-0","10.1109/ICORIS67789.2025.11296136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11296136","e-commerce;product review;emotion classification;BERT;natural language processing","Accuracy;Reviews;Bidirectional control;Transformers;Encoding;Natural language processing;Multilingual;Electronic commerce;Surges;Tuning","","","","29","IEEE","22 Dec 2025","12-13 Sept. 2025","12-13 Sept. 2025","IEEE","IEEE Conferences"
"From Scenario to Case Model: Generating CMMN Models from Natural Language with Large Language Models","K. Cherad; I. Benzarti; A. Leshob; H. Mili","École de Technologie Supérieure, Montreal, Canada; École de Technologie Supérieure, Montreal, Canada; Universite du Quebec A Montreal, Montreal, Canada; Universite du Quebec A Montreal, Montreal, Canada",2025 IEEE International Conference on E-Business Engineering (ICEBE),"22 Dec 2025","2025","","","65","71","Translating rich, user-centric narratives into formal process models remains a major challenge in model-driven engineering, particularly for flexible and adaptive workflows. This paper introduces a novel two-step method that leverages GPT4.0 to first enrich natural language scenarios with behavioral design principles and then generate executable CMMN models. We evaluate four prompt strategies across diverse e-commerce cases. Findings show that role-playing prompts effectively guide scenario enrichment, while a combined strategy integrating full guidance, few-shot examples, and role-playing produces the most accurate and semantically aligned CMMN models. This work lays the groundwork for LLM-driven, human-centric modeling and opens new directions for integrating cognitive insights into automated model synthesis.","2472-8527","979-8-3315-9038-3","10.1109/ICEBE68123.2025.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299354","CMMN;model generation;large language models;natural language;process modeling;prompt engineering;requirements engineering","Adaptation models;Translation;Systematics;Process modeling;Large language models;Semantics;Psychology;Reliability engineering;Requirements engineering;Prompt engineering","","","","31","IEEE","22 Dec 2025","10-12 Nov. 2025","10-12 Nov. 2025","IEEE","IEEE Conferences"
"Digital Twin and LLM Assisted Online Diagnosis in Microservices Based Enterprise Systems","S. Das; K. Kant","Computer and Information Sciences, Temple University, Philadelphia, USA; Computer and Information Sciences, Temple University, Philadelphia, USA",2025 21st International Conference on Network and Service Management (CNSM),"22 Dec 2025","2025","","","1","9","In this paper we explore a Partial Digital Twin (PDT) framework for online diagnosis of faults in Microservices ($\mu S$ s) based systems. The microservices environment is highly dynamic and suffers from configuration problems due to frequent changes driven by CI/CD; therefore, quick online diagnosis is crucial but has not been addressed in the literature. We have designed the following mechanisms: (1) a conversational LLM assisted interface to automatically generate the initial “troubleticket” based on the problem(s) encountered by the user, (2) integration of tests for several key $\mu S$ s patterns to diagnose distributed transaction failures, and (3) ensuring robustness of fault diagnosis scheme. Our methodology leverages the service mesh capabilities for $\mu S$ s to dynamically reconstruct transactional contexts while incorporating a hierarchical testing strategy. Experimental results demonstrate that the framework requires only $8 \%$ more tests on average beyond the theoretical optimal for complex transaction chains. The LLM component shows an initial fault categorization accuracy of $92 \%$, enabling precise reproduction of failure scenarios in the PDT environment without disrupting the production system.","2165-963X","978-3-903176-75-1","10.23919/CNSM67658.2025.11297544","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11297544","microservices;digital twin;root cause analysis;saga pattern;conversational AI","Learning systems;Fault diagnosis;Root cause analysis;Production systems;Accuracy;Correlation;Microservice architectures;Robustness;Digital twins;Testing","","","","26","","22 Dec 2025","27-31 Oct. 2025","27-31 Oct. 2025","IEEE","IEEE Conferences"
